date,continent,country,total_cases,new_cases,total_deaths,new_deaths,total_tests,total_vaccinations,people_vaccinated,hosp_patients,population,median_age,gdp_per_capita,case_fatality_rate
10/16/2020,North America,Russia,9388162.0,3183,471410,537,85076377,97382843,72215704,66982,205352365,43.05758015,51336.54108,5.021323662714811
03/21/2021,Europe,Usa,4193060.0,5462,291829,684,55704922,29936876,75968380,66487,1287116738,39.15716692,9035.356614,6.959809780923718
05/24/2022,South America,Germany,134055.0,3216,313278,155,1014295,9174836,49114419,53173,12984904,24.82676453,44852.73253,233.69363321024954
05/15/2020,Europe,Usa,9064630.0,3136,351060,237,7662434,72428683,34651452,67253,1250126073,47.5744197,19595.86331,3.8728552627079096
08/30/2020,Europe,Uk,9198550.0,3318,107967,375,55849477,49920360,14308647,53394,612507643,31.01636544,45965.55242,1.173739339352398
10/01/2020,Asia,France,9084966.0,2782,94455,81,15984239,82587943,76741976,11390,15557777,48.92895706,32531.35255,1.0396846834649685
01/12/2020,Asia,Canada,1841648.0,9182,258835,491,76590195,54835121,10454596,56627,1233547504,32.05612406,8945.465595,14.054531593442396
03/29/2021,Europe,India,7132508.0,7657,461063,355,96544272,72002782,33765972,86730,264037533,24.37814878,18062.51422,6.464247919525643
02/18/2020,Europe,India,6437845.0,4920,433209,924,97695693,22983875,51754265,81013,614635972,46.54519242,16160.24902,6.729099566702833
10/06/2020,South America,Brazil,3828433.0,6324,175405,272,75867393,50389591,13020367,83516,1130612733,43.8517622,12356.3369,4.581639537638506
08/16/2021,Asia,Japan,2735264.0,6327,239646,579,93946393,96994791,43881399,30950,753957555,43.58888168,33315.83594,8.76134808194017
01/12/2020,South America,Germany,4448748.0,8417,189937,43,58157289,88162535,46719527,72130,179439839,22.68232252,66871.92221,4.269448393120941
03/16/2020,Europe,France,7152747.0,776,472312,572,35253022,99056485,62760916,62963,359974746,46.37839499,46408.12722,6.603225306305395
09/07/2022,North America,France,4137270.0,5208,311900,122,83849831,13131425,43425775,44693,1011046164,37.89201911,58684.14017,7.538787654661165
09/25/2021,Europe,Germany,4317922.0,687,385007,348,91501647,10899822,31519839,19600,592107749,34.11067209,68694.53304,8.916488069955872
12/10/2022,Asia,Uk,8847905.0,529,61192,707,78124773,49312224,25459060,74634,346657231,47.39514864,38302.96376,0.6915987456917768
12/05/2021,South America,Russia,7465373.0,5067,191758,329,60750918,97361477,14447688,63086,1359573198,39.98124057,17426.83522,2.568632538521518
07/29/2020,Asia,Italy,1020154.0,8080,310877,408,82051896,86951090,27612944,77478,969729624,23.99092472,65018.95949,30.473536348433665
04/07/2021,North America,Uk,8070924.0,5518,235161,990,60477120,57271779,77601100,14012,109218055,35.58611528,49229.89525,2.9136812588001075
01/16/2021,North America,Canada,6843532.0,2153,288137,322,25463332,13954542,12304069,30702,1220285224,39.09849767,67166.94698,4.210355120718366
12/17/2022,Europe,Japan,4945169.0,9486,161564,110,71648711,23310280,29458266,48176,280115267,46.95652093,45921.20535,3.2671077570857534
09/10/2022,Europe,France,6733215.0,6094,152053,769,43482867,48277026,68410473,10346,1010929503,28.39682305,54485.00569,2.2582525583989224
05/30/2022,Asia,Uk,8195810.0,6974,286287,88,26988760,74789793,43099236,14428,787503863,43.82701657,62453.89744,3.493089761719708
08/11/2021,North America,France,7904294.0,9718,470819,432,69721076,94413839,7456102,5755,766944756,43.99438712,53388.20249,5.956496557440804
08/14/2021,Europe,Canada,7185197.0,4774,482668,709,35876986,42998225,44068631,6283,1052761437,23.84148454,39822.55827,6.717533284056095
03/11/2020,North America,Germany,8171548.0,7692,191349,793,71871379,69920145,79695176,49036,695644070,20.51699548,33562.54433,2.341649342327794
12/09/2020,Europe,Russia,6714301.0,3103,107044,711,78831168,57325861,38887288,1337,688811183,37.44229088,57813.03611,1.5942687109201685
10/20/2020,Asia,Brazil,9258731.0,2440,181062,98,29862982,92778481,73643625,59786,1162890141,43.68436659,54267.02108,1.9555811698169006
09/17/2020,Europe,France,7969693.0,4135,128406,538,92192012,6602922,43016226,62968,316090896,36.63292473,26283.72685,1.6111787492943581
07/22/2021,South America,Italy,1859582.0,7124,456104,600,66758903,21763103,29935772,20857,525565842,44.40042456,35384.90575,24.527232464069883
10/19/2020,Europe,Italy,7744064.0,5201,69351,145,9771488,6822150,8155531,90472,183421982,38.66909421,44814.36216,0.8955375368798604
08/30/2021,North America,India,2129885.0,844,490588,693,5372045,9762006,55357646,27640,416741392,39.59877085,2957.545115,23.033544064585644
04/21/2020,Europe,Germany,4720642.0,446,181071,256,11765650,20658733,43493108,38435,883520193,20.84463277,18082.2403,3.8357282759421283
03/12/2022,Europe,Germany,549239.0,3915,234085,188,2499544,40534204,30672476,16214,323732218,22.65794609,18264.79326,42.6198795060074
05/26/2022,North America,France,8945309.0,3109,233883,239,25462497,84521745,64330348,41532,1068251108,41.75088853,61942.9776,2.6145882719087736
02/15/2020,Asia,Germany,5408753.0,1234,498095,870,34081389,99930694,73999665,26531,494256175,42.88529847,23872.65499,9.209054286635016
05/18/2020,South America,France,3047569.0,6587,70309,898,15704000,95131431,29988465,73549,1021959389,36.26533934,38614.89376,2.307051948618719
04/26/2021,South America,Russia,9659072.0,226,405662,502,56479333,88617805,53895972,35812,933022133,37.70495382,58379.46622,4.199803045261491
01/29/2021,North America,Japan,785332.0,4143,161805,707,48542499,27537329,584141,58928,608756565,38.4309752,18918.87307,20.603388121202244
04/25/2020,North America,Brazil,9156558.0,7185,119156,808,62447058,16100612,3567867,70554,1245626021,23.14973957,9539.238345,1.3013186832868857
04/20/2022,Europe,Uk,8555080.0,5558,338144,676,80399219,66828269,22862690,63883,57247754,40.03725813,66436.82665,3.9525521678347837
08/06/2021,Asia,Brazil,397710.0,186,441848,818,62824564,29611189,42922938,84153,1063919904,34.3540993,49623.12259,111.09803625757462
08/14/2021,Europe,Russia,6503216.0,2535,21576,270,37245771,12832248,24313398,93404,312448338,38.0756893,13216.70983,0.3317743098184037
03/29/2020,Europe,India,4317048.0,1932,3320,519,35883086,76769621,5392922,52398,187866498,36.89425486,57560.09723,0.07690440319403444
08/18/2020,North America,Russia,3188729.0,9040,141822,549,64745673,17545237,45389803,42774,1049425703,42.89000745,55311.73632,4.447602790955267
02/22/2020,Europe,Japan,4785956.0,2032,103002,113,58202989,7120473,40682427,31090,389147029,29.55704791,58790.33573,2.1521718962731793
08/02/2022,Europe,Usa,5105724.0,1252,184535,338,48756262,58732777,55288387,36809,358284113,31.20578735,20058.66779,3.614276839092752
03/22/2021,Asia,Italy,5025764.0,5509,26572,567,79666445,47011190,7710609,67425,1033599005,31.7481892,31951.99746,0.528715634080709
11/28/2021,Europe,Russia,7996198.0,5074,280092,942,67411815,83223168,46186452,24060,763953664,42.87368298,48863.48828,3.5028147126922073
10/04/2022,North America,Brazil,910775.0,1881,116528,985,96860441,47286051,53058375,10091,410350611,32.93337865,27956.06262,12.794378413988087
05/31/2022,South America,Usa,5954878.0,269,169898,358,79681765,58348126,5867602,46283,908060848,25.31224315,5828.079883,2.853089517535036
03/11/2020,Europe,Brazil,5927997.0,1630,89051,649,67422363,86262299,15227945,19039,890358212,49.49122911,10415.03303,1.5022106117799991
10/31/2020,North America,Japan,558924.0,4405,290011,613,1687279,65805346,43355804,43289,1123479831,34.80145592,42200.83185,51.88737645905347
07/21/2022,Europe,Brazil,3881185.0,6139,191303,333,79606436,48592315,59656644,3718,1048913745,23.27744249,26886.60577,4.928984317933827
07/12/2020,Europe,Japan,5004998.0,1574,459478,688,61274703,85949670,31778410,21919,1220945799,40.10824868,1371.229095,9.180383288864451
02/21/2022,North America,India,5166650.0,1695,222428,168,97526472,38234429,23960175,42016,367176439,42.17487073,53912.96236,4.305071951845006
10/06/2021,Europe,France,5693075.0,3258,257412,338,3735049,35295574,17134074,75234,510688725,35.00668517,29752.55825,4.521493217637217
05/14/2020,Europe,Germany,8109916.0,3262,203305,797,24874195,66997677,78048388,34398,837843319,39.39371655,22650.0807,2.506869368314049
08/25/2021,Europe,Russia,5193278.0,1445,306822,260,64709283,53587819,27669774,21444,1206561324,25.18024593,50232.82335,5.908060381131147
04/14/2020,Europe,Italy,431413.0,6263,369705,886,89316128,97004498,33874541,82911,36448001,31.03767156,32402.50851,85.69630493286016
04/23/2020,North America,Brazil,9741172.0,8411,275107,734,85157322,95728252,66948168,48051,24002902,24.8548581,48943.34655,2.8241673589173866
03/28/2022,Europe,Canada,4165100.0,52,457576,198,8097173,4378065,75736499,6866,677675855,31.61705769,1910.667684,10.985954718974336
08/11/2022,Asia,Russia,863561.0,9949,49434,210,98832381,67072078,57286489,94080,571793543,36.88401567,1649.987872,5.72443637450047
04/06/2021,North America,Brazil,302186.0,5570,66617,286,95363087,50600508,47890724,70457,111639885,33.27618222,39633.2332,22.045031867790037
10/16/2020,North America,Russia,3207393.0,7579,413485,691,69400724,76278208,27700136,46113,591433160,37.79644522,68772.63036,12.891622573223799
06/27/2021,Europe,Usa,5489464.0,1666,117569,761,86698398,60047064,71539683,41522,279937930,35.0527752,19792.64942,2.141720940332244
06/19/2022,Europe,Japan,7456985.0,6901,207384,742,1174077,97024281,9944915,65143,831876267,29.5344312,48119.65544,2.781070365569999
06/23/2020,Asia,Uk,6767528.0,2785,359496,471,55311468,5741218,2299963,32759,123890738,24.30247994,12885.77046,5.312072591350933
07/11/2022,Europe,Usa,1026553.0,719,341876,481,78737908,47601720,54183509,22665,539904355,27.58018584,22496.85559,33.3032975404095
08/22/2022,Europe,Germany,9623810.0,8597,369792,22,62102587,34996174,2891455,90478,1047969443,26.02139756,6387.167443,3.842469874197433
11/10/2020,North America,India,8533879.0,6855,81494,559,49798980,14710222,25901382,71785,1147707725,41.22266881,61774.72804,0.9549467481317698
10/26/2021,North America,Italy,3743797.0,2294,219977,108,59616574,57509929,21073838,66329,324091449,44.59900533,22420.18071,5.8757726447240595
11/14/2020,Europe,Italy,1514542.0,8263,77225,295,22868223,5163509,74001589,27679,639065680,41.61165816,16902.18487,5.098901185969091
12/02/2022,Asia,Russia,6357718.0,9421,82867,5,51056457,11240640,66923294,53883,508555680,39.31202441,51411.68831,1.3034079208923706
02/26/2020,Asia,Italy,4180656.0,9759,168600,549,9961710,79441802,61190910,79529,407866045,29.23554061,14761.37074,4.032859914807628
07/10/2020,Europe,Italy,8465506.0,4482,255669,680,520676,82369261,69640710,99290,1241364853,41.32956677,17578.99987,3.020126617357545
10/14/2020,Asia,Germany,6846192.0,698,341116,867,43739691,10363621,75251739,91069,929353917,38.1525038,8149.521503,4.982565490421536
09/26/2021,Europe,Uk,8676924.0,7243,458818,794,85498001,29055140,11895049,69131,1333936833,21.406801,67438.16173,5.28779553675934
10/22/2021,Europe,Brazil,7347689.0,9018,358405,202,33220204,50821874,52424661,48295,328368336,47.22836355,18087.00472,4.877792187448326
11/21/2020,Europe,Brazil,1829553.0,5918,90748,324,66338457,97513561,51495722,50006,770066518,22.39861523,69700.76789,4.960118673796277
05/10/2020,Asia,Italy,3041341.0,348,254265,824,40472382,14558898,46748228,47181,377907989,35.08123712,13154.31143,8.360292384181847
08/28/2021,Europe,Russia,1039504.0,5374,164404,784,15916509,46126042,59029317,50721,605851328,35.39207458,2424.977648,15.815619757114932
12/21/2022,Europe,Canada,6666455.0,7869,386625,243,62695139,51633209,69698146,2256,662687948,45.11021566,62802.85933,5.799559136002568
01/30/2022,North America,Uk,7663589.0,307,484153,326,19472886,1945548,12300480,12101,92803085,47.39202503,41021.19038,6.317575224871794
04/06/2020,Europe,Italy,7918348.0,3416,129529,986,83760838,84269718,71906485,46490,1308961099,48.19027375,25247.29,1.635808378212223
01/20/2020,Europe,Italy,4988023.0,4820,472145,46,57303394,23623531,61313955,53255,381087352,37.090164,36420.43671,9.465573835565715
09/10/2022,Europe,France,7635836.0,3558,462422,760,55992496,51683062,49558854,94944,1145001109,40.37126691,18990.15989,6.055944627412114
02/17/2021,Europe,Brazil,7809006.0,4478,484353,590,50015457,66105773,14745802,96482,1271398225,22.65559587,44798.36067,6.202492353060044
11/28/2020,Asia,Uk,1675843.0,6531,264395,621,71271324,48901925,34748887,36944,298951846,34.63748033,43536.33053,15.776835896918746
02/12/2020,Asia,India,8423309.0,4620,438933,12,22654052,2154350,8650930,73497,724119442,46.93570113,6533.267944,5.210933138033996
03/03/2022,North America,Japan,3229028.0,2985,361252,906,96144472,28934156,73893819,15416,1348583837,33.67091453,63837.47894,11.187639128555094
03/26/2020,North America,Usa,7056993.0,8112,158099,379,1507440,42899206,34151441,38022,663328462,22.08781806,32776.24861,2.240316803488398
07/12/2020,South America,Japan,1721610.0,8467,97382,364,75291358,4545418,68938190,8429,1001630605,26.01923427,14465.63511,5.6564494862367205
06/18/2022,Asia,Russia,2339767.0,2547,479767,601,37966477,89050057,9038658,13783,179732996,32.88520767,22209.4863,20.5049049755809
02/07/2022,Europe,Uk,2614235.0,336,9583,341,82951293,23141600,52957072,60632,418317551,27.12584915,60769.30108,0.3665699525865119
05/12/2020,Europe,Uk,491036.0,2979,50387,859,18255698,57574065,13957728,24290,1210380695,31.76877756,27439.77687,10.261365765442859
05/10/2021,Europe,Canada,8715912.0,3968,285248,791,78339390,18926658,41899553,62489,141679431,29.98885626,39775.32081,3.272726938959457
03/23/2021,South America,Uk,6046914.0,910,12224,220,97477528,99213096,36524957,55153,1350496243,29.56787158,66390.59171,0.20215270136138863
03/31/2022,North America,Japan,2710241.0,1996,322768,72,95217195,22274724,53422076,34500,975149447,22.73493829,45968.43419,11.909199218814859
11/05/2020,Europe,Brazil,1142953.0,3129,449274,745,11702980,18361846,79517064,44021,952130166,46.48144073,47624.45533,39.30817802656802
07/31/2021,Europe,Italy,3961352.0,5447,366464,771,59954934,66934967,24088762,99118,853082643,40.7811876,18151.24976,9.250982997724009
09/14/2021,South America,Usa,3978702.0,6129,227444,624,81510173,84947948,66694902,94821,1136522937,38.70145725,47112.36777,5.716537705010327
10/11/2021,Europe,Germany,8168984.0,5850,422515,45,73638789,88783375,24508486,66722,1257680680,38.19408224,28172.38935,5.172185427220815
07/08/2022,Europe,Russia,326916.0,4204,340716,503,65770308,92235051,53471151,56733,499018465,31.89506674,63861.93144,104.22126784862166
07/24/2021,Asia,Japan,3597706.0,7446,347613,273,51458312,65268529,15826131,84145,895731857,44.69945927,9938.180506,9.662073554648435
05/04/2022,Europe,Japan,4506554.0,8519,340072,554,99097040,508906,21571760,9176,826601994,47.90119982,20709.18413,7.546164985485585
07/30/2020,Europe,Japan,605409.0,9991,466690,207,27254227,91299056,16665315,90909,579401838,20.16851747,5554.050276,77.08672979754184
05/18/2020,Asia,Uk,9462743.0,314,266285,928,69776971,47131078,63754770,97491,838912562,22.37595431,27282.36559,2.814036056986859
05/30/2020,North America,Canada,6849486.0,1134,154422,860,87612643,9471717,98113,21557,1337651251,40.24926852,11237.71396,2.254504936574803
10/28/2022,Europe,Brazil,5050405.0,4876,468298,614,7232445,54344581,71752097,94274,802912479,27.08200168,59314.91906,9.272484087909781
03/17/2021,Asia,Italy,8337735.0,8102,333015,123,80620142,12981906,54243575,90655,1230167977,47.35114996,64827.98094,3.994070332050611
11/03/2020,South America,Usa,1725690.0,9712,136149,9,87267715,11045107,34280136,55034,1097490191,40.02239195,47190.36949,7.889539836239417
04/18/2020,North America,Brazil,3280772.0,8347,46015,328,53292180,10870322,10281397,82439,191870055,31.04873765,8130.087399,1.402566225266492
09/06/2020,Asia,Germany,8197295.0,5592,464363,186,20928338,42952641,72193792,10738,614466837,32.45847208,24572.53083,5.664832118400033
01/10/2022,Europe,Uk,5809041.0,1724,452396,542,41753776,27398914,11736681,5041,1180356591,40.72647516,67549.94057,7.787791478834458
12/13/2022,North America,France,5087268.0,3343,171929,667,53453495,98377965,66357558,50606,1183838215,24.22892308,10404.78445,3.379593919565472
07/19/2020,South America,Italy,6155579.0,886,232268,59,77810225,89713909,32273364,88790,774701111,46.50235641,39397.7674,3.773292488001535
05/01/2022,Europe,Russia,403119.0,721,190912,760,95253490,6072664,48764174,56365,1021927839,20.14315095,25352.13384,47.358720377853686
05/10/2022,South America,Germany,8212420.0,7678,322046,898,77972230,81112547,36229364,40527,907650777,49.3684086,69942.22024,3.921450680798108
09/27/2022,North America,India,402732.0,9104,5577,885,48919271,18700597,52264956,9250,294433333,25.02936441,20691.84546,1.3847918715175351
09/03/2021,Europe,Germany,506079.0,3357,282146,950,38686563,1230384,78037057,92348,925921169,42.26334076,4296.286305,55.751374785359594
06/17/2020,Asia,Russia,1950013.0,870,50711,781,62051270,19957019,49367176,25688,150170611,21.19774121,49450.61422,2.6005467655856656
08/20/2021,Asia,France,1132658.0,6751,39451,441,4475445,27756581,30336488,19790,23589605,32.94286697,23545.01379,3.483046073925227
01/10/2022,Asia,India,1985209.0,497,493027,216,99736986,77283359,11918919,946,763825697,38.90941047,46373.11894,24.835017370966987
05/08/2020,Europe,Italy,4322626.0,1756,180175,910,21947027,71531762,51952993,36798,574797135,22.10682373,8220.98709,4.168183877115439
04/25/2020,Europe,Usa,656951.0,1117,421863,1,3150407,49831464,16864959,73863,869925389,33.29880587,37091.36086,64.21529155142468
12/21/2021,North America,Brazil,8399911.0,2828,34831,535,23557913,63508070,62794283,1136,292389840,29.09409209,26890.97684,0.41465915531724085
07/10/2022,Asia,Brazil,9598817.0,1647,249402,717,54042972,83232362,25445532,31915,427537310,34.94730836,38036.93224,2.598257681128831
10/31/2020,North America,Russia,3479591.0,6992,231376,831,90873738,79526645,29271055,91474,1053470065,35.13729608,59889.59546,6.6495171415261165
06/15/2022,North America,Brazil,5203916.0,6771,358642,710,9372520,17626493,77432883,66090,795813029,43.55694818,68119.56287,6.8917715043824685
11/13/2020,Europe,Canada,6026988.0,142,391093,355,74388356,2317910,69926391,23421,367722533,23.70513585,52966.11829,6.48902901416097
07/01/2021,Europe,Italy,7426263.0,2761,244942,625,69654170,84943425,22803175,78769,1358273351,22.48158803,53913.22375,3.298321107130195
03/29/2021,Europe,Uk,2366610.0,3435,95119,791,33578814,9008265,25439292,59916,257595467,32.056707,37496.59019,4.019208910635888
05/18/2021,North America,France,4180303.0,6622,328974,666,63633143,19973319,45628547,30893,1186241921,46.62559758,7720.596126,7.869620934176302
08/13/2020,Europe,Usa,9456807.0,7069,342776,164,12193062,3046734,62078515,64124,1040507804,45.65808559,47027.1087,3.624648361756775
08/16/2021,North America,India,4684346.0,4512,298977,997,64122675,90189804,5761178,36171,1263266838,36.79978728,11196.81115,6.3824704665283045
02/14/2021,Europe,Japan,458298.0,1848,243466,733,61270940,96610908,36874290,18638,505029344,46.66321457,17950.6129,53.12394991904831
01/31/2020,Europe,Usa,1047343.0,2696,223936,90,39172924,16064958,19004415,66484,762831537,44.16030793,49823.1934,21.381343074809305
03/28/2022,Europe,Usa,5719720.0,1717,286542,166,40902228,67824987,4729950,98238,793467473,28.3381838,46332.48899,5.009720755561461
06/17/2021,North America,Canada,8493836.0,3072,61554,958,38495992,38637845,19994287,41063,871308967,25.10318841,22688.48997,0.7246902341886516
08/22/2020,Europe,Japan,4620650.0,9259,50755,206,60880244,82455521,50576906,24193,894746361,29.03469503,54271.05228,1.0984385313754559
08/13/2022,North America,Canada,1755692.0,2786,410922,281,1343643,40662816,35153799,72743,1203492757,26.81353635,65812.78913,23.405130284810777
08/12/2020,South America,Italy,9272664.0,3791,153412,64,69040583,98977166,5192203,9238,800483341,38.68156378,38622.91386,1.6544544264733414
01/10/2022,Europe,France,1730228.0,9480,327138,887,31474572,74096006,50262370,7419,1153749710,37.54697338,47760.37947,18.907219164179516
07/12/2020,North America,Usa,1946793.0,3871,63884,515,42855385,7418839,57723948,20410,1338883278,37.9531215,19752.79133,3.2814993684485207
03/24/2021,Europe,Russia,1569123.0,1806,346505,156,3429811,78289497,78443724,5956,803993964,25.67910609,67985.68608,22.08271754349404
09/24/2021,Asia,Germany,6115518.0,1504,17482,760,26459172,59427377,71766263,80161,580415651,43.75588176,19885.63891,0.28586294734150075
09/30/2022,Europe,Russia,7393979.0,3308,54225,768,9456984,28068873,21434900,23753,1322490884,33.00878251,62231.22267,0.7333669733170732
04/06/2020,Europe,Italy,8437482.0,7117,189921,746,36069046,30841422,18962472,72858,47090690,34.17355761,65022.96871,2.250920357518985
08/12/2020,Asia,Germany,1622572.0,5048,74854,305,21624329,49946682,49251604,68150,485845629,49.90885539,50654.37303,4.613292969433714
01/21/2021,Europe,Russia,3220281.0,8263,41256,877,3792343,54062167,66783426,25539,695633387,28.46815358,56999.53251,1.2811304355116837
12/01/2020,North America,Italy,2689784.0,1690,240617,981,85509592,68919754,12117062,68807,369362771,31.82414012,32592.11974,8.945588195929487
09/10/2021,Europe,India,8175602.0,9536,108721,394,67559931,60801127,25476365,9029,329593062,40.29389624,64448.72847,1.3298225623018343
11/03/2022,Europe,Canada,709662.0,3303,81110,73,22970288,69460756,60198472,56536,837428928,46.41239061,52242.59091,11.429384692994693
11/30/2022,Europe,France,6863382.0,3113,113606,186,73171646,16513127,32424243,71214,346436523,23.8034302,23545.33542,1.6552480978036774
05/25/2021,North America,France,5321129.0,9074,14650,573,45870216,8781053,5211562,85108,684370542,42.05137419,3411.216568,0.27531751250533487
08/16/2022,Europe,Brazil,8859060.0,7850,177190,336,23239245,24363749,16751814,47989,138071413,47.54841578,38314.04262,2.0000993333378485
09/01/2020,Asia,Usa,5672605.0,6416,28930,675,91284319,38628686,33229594,94631,222098643,32.6877384,59004.87241,0.509994967038953
05/23/2021,Europe,Japan,2592670.0,1504,216779,567,99677877,60325326,1128298,81107,1068268857,28.60180769,60386.1002,8.361226071964422
06/04/2021,Europe,Italy,4810833.0,8924,260102,622,89264248,2106916,13940820,43162,748945054,40.3321144,58623.19206,5.406589669606075
05/02/2020,Europe,Canada,6703459.0,9940,362544,729,91904544,94558508,61138290,19718,456172891,27.38220954,15817.50749,5.408312335467405
01/26/2021,Europe,Italy,6417665.0,3924,273945,239,13726266,53711475,44174898,81402,1030148706,31.5286924,30404.24509,4.268608598298602
02/10/2022,Europe,India,442061.0,8615,51360,532,90308552,21998932,51953878,2198,1349106108,46.90740122,43353.98401,11.618306070881621
01/02/2021,South America,Canada,3761675.0,9783,350052,140,35252584,51600875,33524736,9407,207596587,37.70997658,47061.39795,9.30574810423548
06/11/2020,North America,Canada,7415745.0,4485,147631,264,14849268,55022675,12971990,74608,767775553,22.849318,24086.25609,1.9907777303561542
09/08/2020,Europe,Russia,8082655.0,8100,294478,138,50453378,85068704,40915320,82674,1179931469,29.89092594,48792.32034,3.6433325435763373
05/11/2020,North America,Usa,8877580.0,8684,236545,458,87968173,6429954,69929371,5217,81737603,38.81795495,41771.89352,2.664521187080263
03/12/2020,Europe,France,9512602.0,191,13288,69,43056802,49174887,16313543,96796,271879790,34.44492911,40107.51465,0.13968838389328178
01/31/2022,North America,India,3081328.0,8690,153470,384,99072493,77373867,8733878,75947,20815005,39.8101795,46748.71284,4.9806447090345465
09/14/2022,Asia,Canada,5371112.0,4917,207302,629,1840968,16914774,57565399,33138,1366551797,42.84324253,42632.38709,3.8595732131446896
03/15/2020,South America,Russia,8551646.0,5831,274335,197,20991301,71997786,79467247,34500,144074233,34.41845361,12514.34979,3.207978908387929
02/12/2021,North America,Germany,7281505.0,9448,280195,204,32744533,89503522,72101457,5259,360785958,49.60855059,61334.72659,3.8480369099519947
03/15/2021,Asia,Brazil,5124795.0,4322,61715,725,48493002,61065112,35754637,95120,819849330,47.44021627,17599.31299,1.204243291682887
06/03/2020,North America,Italy,5411263.0,6999,10737,567,11566462,26500350,73575421,79652,855673101,21.79722218,52369.72591,0.1984194817365188
06/06/2021,Europe,India,3963735.0,9008,65140,798,96885786,28186453,66256898,49953,166068591,27.99293413,13175.51043,1.6433994704489578
08/13/2021,Europe,Usa,9763180.0,7282,156323,981,58188154,81704071,33896465,22783,829762038,29.01630537,46606.68249,1.6011483963216901
04/14/2021,South America,France,6493509.0,9665,182047,804,82069955,42198263,67293934,41949,684341948,25.5287107,62802.17936,2.803522717840231
11/12/2022,North America,Canada,8989138.0,9278,267291,686,69761086,56783333,3385191,21155,398711571,29.36049509,1670.025561,2.9734886704375882
10/21/2021,Europe,Canada,9466441.0,1874,50508,858,9756715,2626961,12537339,32389,1182214064,32.74461899,68597.75899,0.5335479299981905
12/24/2021,South America,Russia,8824031.0,9062,314368,881,32278458,92881307,31582793,56159,192607728,21.54652937,3047.6348,3.562634809419867
11/16/2021,Europe,Brazil,1192929.0,4763,281787,973,75759633,98588618,2412712,33183,681074135,23.81900708,1784.365842,23.62143933125945
06/12/2020,Europe,Italy,8711998.0,8464,301111,639,29885472,42624907,11782919,31048,382390089,22.88737636,60171.64679,3.4562794895040145
06/15/2021,Europe,Italy,6555035.0,9221,492066,430,32800457,27273663,70153887,32121,159587014,21.38950817,49900.57621,7.506687607312547
03/12/2021,North America,Russia,4068316.0,1051,103535,889,7736491,37104385,2245456,27541,604068275,34.44491061,8300.935397,2.54491047401431
04/02/2020,Europe,Germany,8067987.0,9765,302877,324,89262733,21858427,57206440,36105,1148421461,30.0140925,65681.62856,3.7540590980129247
05/08/2022,North America,France,1656671.0,7538,477219,441,336983,11840771,20639741,21642,123820922,48.06341689,47363.32464,28.805900507704905
08/04/2021,Asia,India,5681635.0,7411,296952,803,82919140,16235436,41468109,37825,1231741803,23.08281606,8662.004504,5.226523703124189
08/28/2020,North America,Canada,6145265.0,6320,198360,287,44021422,71297900,68839268,99924,220475722,47.78106007,60378.19812,3.227851036529751
12/11/2020,Europe,Germany,8527171.0,2105,58959,225,19245209,14146670,12780040,58879,806258537,22.59636852,34182.43481,0.6914250928004141
04/07/2021,Europe,Brazil,783066.0,307,395065,63,1116059,65576225,900441,28920,353966934,38.5765204,20191.22461,50.45104754899331
03/04/2020,North America,Uk,9943231.0,7737,330322,966,97539073,14922527,67594543,55134,858788789,27.43191012,57927.83247,3.322079110904695
04/15/2021,South America,Russia,4899856.0,3359,198208,937,86542045,49208342,3151986,40761,1333197307,44.80416939,51952.8053,4.045180103252014
05/07/2021,North America,India,6240779.0,3176,191812,559,89225968,62686128,70794334,51944,1103641877,21.84424481,43990.02235,3.0735265581428215
06/25/2021,Asia,France,4055957.0,1251,112255,713,93368612,96757959,77632230,31027,381214759,48.57524467,62997.4075,2.7676575466653124
06/21/2022,Europe,France,6617488.0,5366,86322,497,72030715,64886001,32950699,96016,1051643830,21.41771601,60428.30689,1.3044526865783512
06/07/2020,Europe,Uk,597897.0,1517,306709,848,88350801,97346798,28628665,72922,242384300,27.23339805,16648.62443,51.29796603762855
10/13/2020,North America,Uk,3941237.0,6226,413399,925,3473108,99957038,31543745,21480,170685103,33.92554178,61629.34465,10.489067264922156
06/11/2020,North America,Russia,9161408.0,5305,1132,916,72035097,70554788,63397489,37624,1075074589,42.6817366,26808.74893,0.012356179312175596
01/01/2021,Europe,France,2042999.0,9570,169331,59,58855863,25994268,9773007,69191,876453708,48.53338153,30792.42917,8.288354521955224
07/02/2020,Asia,Uk,3659985.0,5869,227684,396,62803165,28584612,11623964,90404,6323075,32.84127294,68090.93471,6.220899812430925
06/18/2020,North America,Uk,1902897.0,8039,325812,256,10176568,92087589,46054090,49028,857851050,42.71930281,53431.32867,17.12189361799404
08/26/2020,North America,India,8019213.0,4891,259427,576,64071293,37401052,71316803,96665,647206234,41.81487663,23182.53085,3.2350680796232747
09/27/2022,Europe,Japan,3576511.0,4992,431779,238,72877940,92764542,45102177,53445,426075570,37.13506686,45706.88639,12.072631679309808
08/05/2022,Europe,Usa,1163950.0,1961,485443,800,39050611,40286763,73418861,81999,183650535,40.72757528,38213.3792,41.70651660294686
04/24/2022,Asia,France,549148.0,2863,108835,37,68266792,95510276,66118310,95616,1133305993,21.14200049,9045.623356,19.81888306977354
